Source_RowNumber,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,IQR_outlier_count,IQR_flag,ZScore_outlier_count,ZScore_flag,IF_flag,IF_anomaly_score,MAHA_dist2,MAHA_flag,LOF_flag,LOF_score,UNI_flag,MV_flag,UniMV_Segment,Max_Abs_Z,HighBal_Churn_flag,DBSCAN_flag,Composite_Anomaly_Score,Anomaly_Class,Anomaly_Evidence,Recommended_Action
7258,747,France,Female,47,5,139914.6,4,0,1,129964.56,1,0,0,0,0,1,-0.5974480599037528,33.92515910122669,1,0,1.0357404811447188,0,1,Multivariate only,4.246376675934418,1,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
7273,653,France,Female,74,0,121276.32,1,1,1,160348.31,0,1,1,1,1,1,-0.595737607085554,20.123584496146027,0,1,1.224626121793246,1,1,Both families,3.344832325338401,0,1,4,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
7303,491,France,Female,72,6,91285.22,1,1,1,7032.95,0,1,1,1,1,1,-0.5977293822804397,19.29686592326098,0,1,1.244264105716962,1,1,Both families,3.1541251439357976,0,1,4,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
7325,607,France,Female,39,10,0.0,3,1,0,132741.13,1,0,0,0,0,1,-0.5624107985554906,11.325929893398664,0,0,1.0247311983072518,0,1,Multivariate only,2.52705661927622,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
7329,850,Germany,Male,56,1,169743.83,1,0,0,155850.4,1,0,0,0,0,1,-0.5883108347700474,12.864635877903977,0,1,1.2928873429846273,0,1,Multivariate only,2.063883767202561,1,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
7363,707,France,Male,73,6,66573.17,1,1,1,62768.8,0,1,1,1,1,0,-0.5506350077337243,16.3531752693871,0,0,1.0734455415301112,1,0,Univariate only,3.2494787346370995,0,0,2,B: Rare Legitimate — Statistical/Isolation Outlier,Flagged statistically or by Isolation Forest without structural risk-profile evidence.,Retain and monitor; investigate only if other business evidence emerges.
7372,850,France,Male,30,10,153972.89,2,1,0,62811.03,0,0,0,0,0,1,-0.571001757028467,11.653894004589993,0,0,1.1554384411911736,0,1,Multivariate only,2.063883767202561,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
7376,639,France,Male,77,6,80926.02,2,1,1,55829.25,0,1,1,1,1,0,-0.5560392258868992,21.40117086768938,0,0,1.0842473462094475,1,0,Univariate only,3.630893097442306,0,1,3,C: Risk Signal — DBSCAN Density Outlier,Phase 2 places the record outside dense customer neighbourhoods.,Review the unusual feature combination and monitor engagement.
7454,778,Germany,Female,35,1,151958.19,3,1,1,131238.37,1,0,0,0,0,1,-0.5713531948924465,17.34118215473592,0,0,1.0302379165465863,0,1,Multivariate only,2.52705661927622,1,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
7458,665,Germany,Female,43,2,116322.27,4,1,0,35640.12,1,0,0,0,0,1,-0.5877635404250608,31.862811115381454,1,0,1.0822451328634375,0,1,Multivariate only,4.246376675934418,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
7500,609,Germany,Female,71,6,113317.1,1,1,0,108258.22,1,1,1,1,1,0,-0.5327110129638404,13.946228877071604,0,0,1.0904548053023875,1,0,Univariate only,3.058771553234496,0,0,2,C: Risk Signal — ARM Profile Overlap,An anomaly flag overlaps a Phase 3 churn-associated engagement profile.,"Validate out of time, then test re-engagement / relationship-depth actions."
7524,814,Spain,Female,72,2,0.0,2,0,1,130853.03,0,1,1,1,1,1,-0.5875822576683435,21.114832508944218,0,0,1.1248505399282882,1,1,Both families,3.1541251439357976,0,1,4,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
7527,850,France,Female,81,1,0.0,2,1,1,59568.24,0,1,1,1,1,1,-0.6165169791872402,32.04906170588046,1,1,1.3430468395839796,1,1,Both families,4.012307460247513,0,1,4,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
7534,630,Germany,Female,51,0,108449.23,3,0,0,88372.69,1,0,0,0,0,1,-0.5653899713539143,16.785548191890367,0,0,1.0295302376312974,0,1,Multivariate only,2.52705661927622,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
7553,636,Spain,Male,76,9,126534.6,1,1,1,39789.62,0,1,1,1,1,1,-0.56395042268889,20.95470545040984,0,0,1.1093141437469196,1,1,Both families,3.5355395067410043,0,0,3,B: Rare Legitimate — Statistical/Isolation Outlier,Flagged statistically or by Isolation Forest without structural risk-profile evidence.,Retain and monitor; investigate only if other business evidence emerges.
7568,629,France,Male,44,5,0.0,4,0,0,117572.59,1,0,0,0,0,1,-0.5673994583516078,23.665685992225427,1,0,1.1470828558546635,0,1,Multivariate only,4.246376675934418,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
7571,697,France,Male,32,7,175464.85,3,1,0,116442.42,1,0,0,0,0,1,-0.5684116326985325,16.57097945862579,0,0,1.0051108116786571,0,1,Multivariate only,2.52705661927622,1,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
7587,828,Spain,Male,42,10,0.0,1,1,1,186071.14,0,0,0,0,0,1,-0.5788438543323531,12.154466829861489,0,1,1.236021894125617,0,1,Multivariate only,1.8362547015607225,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
7630,723,Germany,Female,68,3,110357.0,1,0,0,141977.54,1,1,1,0,0,0,-0.5393206947219723,12.974956028485664,0,0,1.0495986322755748,1,0,Univariate only,2.772710781130591,0,1,2,C: Risk Signal — DBSCAN Density Outlier,Phase 2 places the record outside dense customer neighbourhoods.,Review the unusual feature combination and monitor engagement.
7693,634,Germany,Male,74,5,108891.7,1,1,0,10078.02,0,1,1,1,1,1,-0.5672479499981631,18.23326695686432,0,0,1.1012389574074273,1,1,Both families,3.344832325338401,0,1,4,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
7699,592,France,Male,60,9,0.0,4,1,1,13614.01,1,0,0,0,0,1,-0.6344416647326301,35.221000551091024,1,1,1.3368680052181459,0,1,Multivariate only,4.246376675934418,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
7716,517,France,Male,62,1,43772.66,3,1,0,187756.24,1,0,0,0,0,1,-0.6276783920106545,23.183014359827084,1,1,1.229035261014578,0,1,Multivariate only,2.52705661927622,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
7720,666,Germany,Male,71,1,53013.29,2,1,1,112222.64,0,1,1,1,1,1,-0.5630058505631877,17.03523364436082,0,0,1.0877344647590415,1,1,Both families,3.058771553234496,0,0,3,B: Rare Legitimate — Statistical/Isolation Outlier,Flagged statistically or by Isolation Forest without structural risk-profile evidence.,Retain and monitor; investigate only if other business evidence emerges.
7725,842,France,Male,44,3,141252.18,4,0,1,128521.16,1,0,0,0,0,1,-0.6269185980619221,36.27898397898398,1,0,1.1503895929220969,0,1,Multivariate only,4.246376675934418,1,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
7730,850,France,Female,35,2,128548.49,4,1,0,75478.95,1,0,0,0,0,1,-0.6256222837858298,34.54683078380704,1,0,1.1849168649511927,0,1,Multivariate only,4.246376675934418,1,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
7742,441,France,Male,60,1,140614.15,1,0,1,174381.23,0,0,0,0,0,1,-0.5750430574583755,14.78599996112159,0,1,1.3476665066542104,0,1,Multivariate only,2.1679474985934424,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
7777,736,France,Female,63,10,0.0,2,0,1,502.7,0,1,1,0,0,1,-0.5920358840914226,16.514790442580434,0,1,1.407162185906181,1,1,Both families,2.2959428276240823,0,1,3,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
7789,551,Spain,Male,76,2,128410.71,2,1,1,181718.73,0,1,1,1,1,1,-0.5933369488003742,25.216164493137804,1,1,1.2505161019560165,1,1,Both families,3.5355395067410043,0,1,4,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
7849,433,France,Female,49,10,0.0,1,1,1,87711.61,0,0,0,0,0,1,-0.5783521155949116,12.524283396349267,0,1,1.2570653149293125,0,1,Multivariate only,2.2507217042813834,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
7895,706,Germany,Male,67,1,123276.69,2,1,1,86507.88,1,1,1,0,0,0,-0.5482543456206173,15.4976491136614,0,0,1.0659541591593809,1,0,Univariate only,2.6773571904292894,0,1,2,C: Risk Signal — DBSCAN Density Outlier,Phase 2 places the record outside dense customer neighbourhoods.,Review the unusual feature combination and monitor engagement.
7899,635,France,Female,72,4,74812.84,1,0,1,27448.33,0,1,1,1,1,0,-0.5494640989958296,15.991011660904963,0,0,1.0994552712042918,1,0,Univariate only,3.1541251439357976,0,0,2,B: Rare Legitimate — Statistical/Isolation Outlier,Flagged statistically or by Isolation Forest without structural risk-profile evidence.,Retain and monitor; investigate only if other business evidence emerges.
7916,695,Spain,Male,56,1,0.0,3,1,0,187734.49,1,0,0,0,0,1,-0.5950050394865033,17.68906569975297,0,1,1.417894255379401,0,1,Multivariate only,2.52705661927622,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
7934,782,France,Female,70,7,97072.42,1,0,1,131177.22,0,1,1,0,0,0,-0.5579051712929975,15.57104789973877,0,0,1.1337670435246292,1,0,Univariate only,2.9634179625331942,0,1,2,C: Risk Signal — DBSCAN Density Outlier,Phase 2 places the record outside dense customer neighbourhoods.,Review the unusual feature combination and monitor engagement.
7957,850,France,Male,81,5,0.0,2,1,1,44827.47,0,1,1,1,1,1,-0.6107635226663612,30.625880005004753,1,1,1.3354524689311038,1,1,Both families,4.012307460247513,0,1,4,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
7995,519,Germany,Female,21,1,151701.45,3,1,1,170138.68,1,0,0,0,0,1,-0.6142486025918708,21.307788298778995,0,1,1.6356955082024942,0,1,Multivariate only,2.52705661927622,1,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
7996,708,France,Female,67,1,0.0,2,0,1,3837.08,0,1,1,0,0,1,-0.5861379500594737,17.522104717167444,0,0,1.0845789525882468,1,1,Both families,2.6773571904292894,0,0,2,B: Rare Legitimate — Statistical/Isolation Outlier,Flagged statistically or by Isolation Forest without structural risk-profile evidence.,Retain and monitor; investigate only if other business evidence emerges.
7999,829,Germany,Male,28,3,132405.52,3,1,0,104889.2,1,0,0,0,0,1,-0.5806294032683686,16.352265349295827,0,1,1.3045698701472064,0,1,Multivariate only,2.52705661927622,1,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
8020,683,France,Female,73,8,137732.23,2,1,1,133210.44,0,1,1,1,1,1,-0.5679886153153069,20.428745089434642,0,0,1.131375149977073,1,1,Both families,3.2494787346370995,0,1,4,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
8042,698,Spain,Female,50,1,0.0,4,1,0,88566.9,1,0,0,0,0,1,-0.5955187131398227,27.70767187818765,1,0,1.1912780456594008,0,1,Multivariate only,4.246376675934418,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
8072,609,France,Male,48,1,108019.27,3,1,1,184524.65,1,0,0,0,0,1,-0.5660651245295856,16.86544322753787,0,0,1.023415689549882,0,1,Multivariate only,2.52705661927622,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
8076,850,France,Male,58,8,156652.13,1,0,0,25899.21,1,0,0,0,0,1,-0.5711884561054402,13.252996902596784,0,0,1.207843682057903,0,1,Multivariate only,2.063883767202561,1,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
8099,770,France,Female,68,2,183555.24,1,0,0,159557.28,1,1,1,0,0,1,-0.6017964311547477,16.98178232089783,0,0,1.1502996900418927,1,1,Both families,2.772710781130591,1,1,3,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
8104,479,Germany,Male,51,1,107714.74,3,1,0,86128.21,1,0,0,0,0,1,-0.5893032926115628,18.849914089311536,0,0,1.0462113938721063,0,1,Multivariate only,2.52705661927622,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
8154,606,Spain,Female,25,3,147386.72,3,1,0,45482.04,1,0,0,0,0,1,-0.5685721101291895,16.28190627136943,0,1,1.3433527432234436,0,1,Multivariate only,2.52705661927622,1,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
8157,434,Germany,Male,71,9,119496.87,1,1,0,125848.88,0,1,1,1,1,1,-0.5990379670688125,20.55216822382282,0,1,1.3151910134615732,1,1,Both families,3.058771553234496,0,1,4,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
8174,757,Germany,Male,31,1,127320.36,3,1,0,163170.32,0,0,0,0,0,1,-0.5616959998162446,16.065256321987185,0,0,1.0745874755898495,0,1,Multivariate only,2.52705661927622,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
8218,605,Germany,Male,75,2,61319.63,1,0,1,186655.11,0,1,1,1,1,1,-0.5936021803088313,20.8729437617908,0,0,1.1723834004799834,1,1,Both families,3.440185916039703,0,1,4,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
8305,675,France,Male,69,1,0.0,2,1,0,157097.09,0,1,1,0,0,1,-0.5629364736038736,17.3545841769091,0,0,1.0244798778395339,1,1,Both families,2.868064371831893,0,0,2,B: Rare Legitimate — Statistical/Isolation Outlier,Flagged statistically or by Isolation Forest without structural risk-profile evidence.,Retain and monitor; investigate only if other business evidence emerges.
8306,746,France,Male,58,3,0.0,3,1,1,80344.96,1,0,0,0,0,1,-0.5642888206667305,15.853127182729656,0,0,1.1328644321345869,0,1,Multivariate only,2.52705661927622,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
8345,520,Germany,Male,43,3,150805.17,3,0,1,25333.03,1,0,0,0,0,1,-0.5759920660529333,18.447722237520885,0,0,1.0236811699885167,0,1,Multivariate only,2.52705661927622,1,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
8348,807,Spain,Female,28,7,165969.26,3,1,0,156122.13,1,0,0,0,0,1,-0.6030047043540827,19.048098317082726,0,1,1.446283469970831,0,1,Multivariate only,2.52705661927622,1,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
8395,692,France,Male,69,10,154953.94,1,1,1,70849.47,0,1,1,0,0,1,-0.5744724095526229,16.408438551143064,0,0,1.071039596481942,1,1,Both families,2.868064371831893,0,0,2,B: Rare Legitimate — Statistical/Isolation Outlier,Flagged statistically or by Isolation Forest without structural risk-profile evidence.,Retain and monitor; investigate only if other business evidence emerges.
8445,792,France,Female,70,3,0.0,2,1,1,172240.27,0,1,1,0,0,1,-0.5799861403876432,19.474067418219533,0,0,1.079131675872907,1,1,Both families,2.9634179625331942,0,0,2,B: Rare Legitimate — Statistical/Isolation Outlier,Flagged statistically or by Isolation Forest without structural risk-profile evidence.,Retain and monitor; investigate only if other business evidence emerges.
8453,744,Spain,Female,46,1,0.0,3,1,1,177431.59,1,0,0,0,0,1,-0.5706055487761467,13.917692102934696,0,1,1.3019894574256976,0,1,Multivariate only,2.52705661927622,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
8459,850,France,Female,71,4,0.0,2,1,1,107236.87,0,1,1,1,1,1,-0.5880664073824887,20.417807672,0,0,1.1663788903366235,1,1,Both families,3.058771553234496,0,1,4,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
8470,720,France,Male,71,5,183135.39,2,1,1,197688.5,0,1,1,1,1,1,-0.6069739690475334,23.252813301830344,1,1,1.276770621206465,1,1,Both families,3.058771553234496,0,1,4,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
8472,525,France,Male,51,10,0.0,3,1,0,171045.35,1,0,0,0,0,1,-0.6077369244264769,16.949984473420937,0,1,1.5070472279573,0,1,Multivariate only,2.52705661927622,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
8479,639,France,Male,66,0,0.0,2,0,1,42240.54,0,1,1,0,0,1,-0.5717701928078917,15.819900257087696,0,0,1.1113991602366706,1,1,Both families,2.5820035997279875,0,0,2,B: Rare Legitimate — Statistical/Isolation Outlier,Flagged statistically or by Isolation Forest without structural risk-profile evidence.,Retain and monitor; investigate only if other business evidence emerges.
8489,592,Germany,Female,70,5,71816.74,2,1,0,105096.82,1,1,1,0,0,0,-0.5446399673954878,14.745500110262574,0,0,1.0928903723143244,1,0,Univariate only,2.9634179625331942,0,1,2,C: Risk Signal — DBSCAN Density Outlier,Phase 2 places the record outside dense customer neighbourhoods.,Review the unusual feature combination and monitor engagement.
8532,723,Spain,Male,30,1,0.0,3,1,0,164647.72,1,0,0,0,0,1,-0.562489618411083,11.787834720622469,0,1,1.3699589304916435,0,1,Multivariate only,2.52705661927622,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
8563,697,France,Male,63,7,148368.02,1,0,0,118862.08,1,1,1,0,0,0,-0.5013527653725532,9.647160326967917,0,0,1.06669758792296,1,0,Univariate only,2.2959428276240823,1,1,2,C: Risk Signal — DBSCAN Density Outlier,Phase 2 places the record outside dense customer neighbourhoods.,Review the unusual feature combination and monitor engagement.
8569,615,France,Male,64,0,81564.1,2,0,1,35896.09,0,1,1,0,0,1,-0.5719557039937063,14.133895626846765,0,0,1.1259591289466457,1,1,Both families,2.391296418325384,0,1,3,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
8591,771,France,Female,41,10,108309.0,4,1,1,137510.41,1,0,0,0,0,1,-0.6208227141037191,32.85180200501764,1,0,1.0611163884319912,0,1,Multivariate only,4.246376675934418,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
8684,697,France,Female,49,7,195238.29,4,0,1,131083.56,1,0,0,0,0,1,-0.6313270408772891,40.89994328653962,1,0,1.0621215197928113,0,1,Multivariate only,4.246376675934418,1,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
8687,606,France,Female,71,8,0.0,2,1,1,169741.96,0,1,1,1,1,1,-0.5655252228340699,18.730842043941685,0,0,1.0324114084317983,1,1,Both families,3.058771553234496,0,0,3,B: Rare Legitimate — Statistical/Isolation Outlier,Flagged statistically or by Isolation Forest without structural risk-profile evidence.,Retain and monitor; investigate only if other business evidence emerges.
8690,542,France,Male,67,10,129431.36,1,0,1,21343.74,0,1,1,0,0,1,-0.5779678622748151,16.73346621430123,0,0,1.1351341701130706,1,1,Both families,2.6773571904292894,0,1,3,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
8707,850,Spain,Female,55,7,0.0,1,0,0,171762.87,1,0,0,0,0,1,-0.5628940439905384,13.271274559098833,0,1,1.2521795788813777,0,1,Multivariate only,2.063883767202561,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
8712,516,Spain,Female,65,9,102541.1,1,1,0,181490.42,0,1,1,0,0,1,-0.565164964778329,15.021800089833375,0,0,1.1232797861654018,1,1,Both families,2.4866500090266856,0,1,3,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
8724,350,France,Male,51,10,0.0,1,1,1,125823.79,1,1,1,1,1,1,-0.5999307448840893,17.666263756115487,0,1,1.3413555760116034,1,1,Both families,3.1095040882937757,0,1,4,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
8744,450,Spain,Male,25,9,74237.2,2,0,1,195463.35,0,0,0,0,0,1,-0.5726070540789235,11.344756414805456,0,1,1.2394645329654155,0,1,Multivariate only,2.074826517194508,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
8760,748,France,Male,66,8,0.0,1,1,1,163331.65,0,1,1,0,0,0,-0.5554743060657897,16.1974688834254,0,0,1.2019790457706687,1,0,Univariate only,2.5820035997279875,0,1,2,C: Risk Signal — DBSCAN Density Outlier,Phase 2 places the record outside dense customer neighbourhoods.,Review the unusual feature combination and monitor engagement.
8763,350,France,Female,60,3,0.0,1,0,0,113796.15,1,1,1,1,1,1,-0.586881734686066,18.73025758700614,0,1,1.5089603799838727,1,1,Both families,3.1095040882937757,0,1,4,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
8764,727,France,Male,61,0,128213.96,2,1,1,188729.08,1,0,0,0,0,1,-0.5750958309057008,15.396483580515438,0,1,1.215248740920163,0,1,Multivariate only,2.105235646221479,1,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
8788,689,Spain,Male,73,1,108555.07,1,0,1,167969.15,0,1,1,1,1,1,-0.5640292088151201,18.65497713619578,0,0,1.1315626751600767,1,1,Both families,3.2494787346370995,0,1,4,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
8851,500,Spain,Female,50,5,0.0,4,1,1,83866.35,1,0,0,0,0,1,-0.6113155933402835,28.130298641133333,1,0,1.1622820391355593,0,1,Multivariate only,4.246376675934418,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
8866,668,France,Male,72,2,0.0,2,1,1,70783.61,0,1,1,1,1,0,-0.5469156813292927,18.066744396892155,0,0,1.0601924113898185,1,0,Univariate only,3.1541251439357976,0,0,2,B: Rare Legitimate — Statistical/Isolation Outlier,Flagged statistically or by Isolation Forest without structural risk-profile evidence.,Retain and monitor; investigate only if other business evidence emerges.
8901,604,France,Female,71,2,0.0,2,1,1,49506.82,0,1,1,1,1,0,-0.5561977529267482,17.79917045725752,0,0,1.0581435936520582,1,0,Univariate only,3.058771553234496,0,0,2,B: Rare Legitimate — Statistical/Isolation Outlier,Flagged statistically or by Isolation Forest without structural risk-profile evidence.,Retain and monitor; investigate only if other business evidence emerges.
8924,625,Germany,Female,55,8,118772.71,4,0,0,135853.62,1,0,0,0,0,1,-0.6114147092876355,35.84835169631524,1,0,1.010304643189965,0,1,Multivariate only,4.246376675934418,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
8954,711,Spain,Male,42,3,177626.77,3,0,1,16392.72,1,0,0,0,0,1,-0.5909266184203321,19.479352257162006,0,0,1.023832818119033,0,1,Multivariate only,2.52705661927622,1,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
8983,504,France,Female,32,8,206663.75,1,0,0,16281.94,0,0,0,0,0,1,-0.5653802011894037,10.250978451756739,0,1,1.2834568268846067,0,1,Multivariate only,2.0863747406000344,0,1,2,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
9019,663,France,Male,67,9,0.0,3,1,1,72318.77,0,1,1,0,0,1,-0.6030191077464576,22.415030820266157,0,1,1.4392907542877516,1,1,Both families,2.6773571904292894,0,1,3,C: Risk Signal — IF + DBSCAN Consensus,Tree isolation and density rarity independently flag the same profile.,"Prioritize a human review; test a retention treatment, not an automatic decision."
